element,time
735, 738.000000
736, 738.000000
737, 742.000000
738, 749.000000
739, 743.000000
740, 735.000000
741, 745.000000
742, 740.000000
743, 742.000000
744, 748.000000
745, 741.000000
746, 744.000000
747, 745.000000
748, 740.000000
749, 747.000000
750, 737.000000
751, 741.000000
752, 746.000000
753, 736.000000
754, 739.000000
755, 736.000000
756, 741.000000
757, 744.000000
758, 747.000000
759, 746.000000
760, 749.000000
761, 748.000000
762, 741.000000
763, 741.000000
764, 746.000000
765, 743.000000
766, 741.000000
767, 746.000000
768, 740.000000
769, 743.000000
770, 744.000000
771, 746.000000
772, 751.000000
773, 745.000000
774, 743.000000
775, 833.000000
776, 757.000000
777, 741.000000
778, 740.000000
779, 738.000000
780, 743.000000
781, 738.000000
782, 738.000000
783, 740.000000
784, 752.000000
785, 745.000000
786, 743.000000
787, 746.000000
788, 750.000000
789, 742.000000
790, 744.000000
791, 747.000000
792, 751.000000
793, 750.000000
794, 744.000000
795, 744.000000
796, 742.000000
797, 747.000000
798, 745.000000
799, 738.000000
800, 742.000000
801, 745.000000
802, 739.000000
803, 747.000000
804, 742.000000
805, 744.000000
806, 745.000000
807, 745.000000
808, 743.000000
809, 746.000000
810, 742.000000
811, 740.000000
812, 750.000000
813, 750.000000
814, 745.000000
815, 745.000000
816, 746.000000
817, 750.000000
818, 745.000000
819, 744.000000
820, 737.000000
821, 743.000000
822, 744.000000
823, 747.000000
824, 748.000000
825, 744.000000
826, 745.000000
827, 740.000000
828, 755.000000
829, 807.000000
830, 740.000000
831, 744.000000
832, 739.000000
833, 745.000000
834, 740.000000
835, 741.000000
836, 751.000000
837, 740.000000
838, 741.000000
839, 752.000000
840, 753.000000
841, 750.000000
842, 750.000000
843, 745.000000
844, 743.000000
845, 749.000000
846, 756.000000
847, 740.000000
848, 742.000000
849, 741.000000
850, 742.000000
851, 745.000000
852, 745.000000
853, 743.000000
854, 744.000000
855, 747.000000
856, 758.000000
857, 742.000000
858, 744.000000
859, 740.000000
860, 742.000000
861, 740.000000
862, 737.000000
863, 741.000000
864, 739.000000
865, 738.000000
866, 741.000000
867, 745.000000
868, 745.000000
869, 747.000000
870, 742.000000
871, 743.000000
872, 748.000000
873, 740.000000
874, 745.000000
875, 736.000000
876, 735.000000
877, 741.000000
878, 739.000000
879, 740.000000
880, 742.000000
881, 743.000000
882, 769.000000
883, 747.000000
884, 741.000000
885, 743.000000
886, 748.000000
887, 748.000000
888, 745.000000
889, 736.000000
890, 749.000000
891, 736.000000
892, 744.000000
893, 746.000000
894, 762.000000
895, 737.000000
896, 744.000000
897, 738.000000
898, 739.000000
899, 748.000000
900, 746.000000
901, 744.000000
902, 745.000000
903, 743.000000
904, 745.000000
905, 743.000000
906, 745.000000
907, 743.000000
908, 747.000000
909, 748.000000
910, 746.000000
911, 746.000000
912, 748.000000
913, 746.000000
914, 749.000000
915, 755.000000
916, 743.000000
917, 750.000000
918, 745.000000
919, 741.000000
920, 753.000000
921, 742.000000
922, 740.000000
923, 747.000000
924, 747.000000
925, 741.000000
926, 747.000000
927, 765.000000
928, 743.000000
929, 743.000000
930, 743.000000
931, 742.000000
932, 745.000000
933, 741.000000
934, 745.000000
935, 735.000000
936, 743.000000
937, 744.000000
938, 748.000000
939, 743.000000
940, 747.000000
941, 745.000000
942, 740.000000
943, 740.000000
944, 741.000000
945, 747.000000
946, 746.000000
947, 739.000000
948, 740.000000
949, 740.000000
950, 744.000000
951, 745.000000
952, 745.000000
953, 740.000000
954, 755.000000
955, 746.000000
956, 745.000000
957, 743.000000
958, 763.000000
959, 744.000000
960, 752.000000
961, 745.000000
962, 740.000000
963, 736.000000
964, 745.000000
965, 742.000000
966, 749.000000
967, 747.000000
968, 750.000000
969, 745.000000
970, 744.000000
971, 743.000000
972, 748.000000
973, 748.000000
974, 746.000000
975, 740.000000
976, 743.000000
977, 745.000000
978, 742.000000
979, 773.000000
980, 746.000000
981, 735.000000
982, 742.000000
983, 748.000000
984, 919.000000
985, 750.000000
986, 749.000000
987, 747.000000
988, 746.000000
989, 739.000000
990, 751.000000
991, 773.000000
992, 750.000000
993, 760.000000
994, 758.000000
995, 751.000000
996, 756.000000
997, 753.000000
998, 755.000000
999, 763.000000
1000, 755.000000
1001, 774.000000
1002, 751.000000
1003, 748.000000
1004, 745.000000
1005, 748.000000
1006, 745.000000
1007, 747.000000
1008, 751.000000
1009, 748.000000
1010, 758.000000
1011, 746.000000
1012, 757.000000
1013, 752.000000
1014, 750.000000
1015, 750.000000
1016, 748.000000
1017, 769.000000
1018, 744.000000
1019, 744.000000
1020, 750.000000
1021, 751.000000
1022, 758.000000
1023, 756.000000
1024, 749.000000
1025, 747.000000
1026, 750.000000
1027, 752.000000
1028, 749.000000
1029, 752.000000
1030, 822.000000
1031, 746.000000
1032, 750.000000
1033, 762.000000
1034, 748.000000
1035, 751.000000
1036, 754.000000
1037, 751.000000
1038, 753.000000
1039, 751.000000
1040, 747.000000
1041, 745.000000
1042, 743.000000
1043, 749.000000
1044, 746.000000
1045, 750.000000
1046, 753.000000
1047, 750.000000
1048, 760.000000
1049, 753.000000
1050, 750.000000
1051, 752.000000
1052, 758.000000
1053, 751.000000
1054, 752.000000
1055, 750.000000
1056, 746.000000
1057, 745.000000
1058, 749.000000
1059, 747.000000
1060, 750.000000
1061, 750.000000
1062, 750.000000
1063, 750.000000
1064, 757.000000
1065, 750.000000
1066, 755.000000
1067, 763.000000
1068, 745.000000
1069, 746.000000
1070, 743.000000
1071, 749.000000
1072, 747.000000
1073, 747.000000
1074, 753.000000
1075, 750.000000
1076, 747.000000
1077, 744.000000
1078, 747.000000
1079, 756.000000
1080, 759.000000
1081, 752.000000
1082, 746.000000
1083, 747.000000
1084, 747.000000
1085, 742.000000
1086, 742.000000
1087, 747.000000
1088, 744.000000
1089, 755.000000
1090, 747.000000
1091, 756.000000
1092, 747.000000
1093, 750.000000
1094, 753.000000
1095, 750.000000
1096, 754.000000
1097, 751.000000
1098, 746.000000
1099, 750.000000
1100, 747.000000
1101, 749.000000
1102, 753.000000
1103, 747.000000
1104, 747.000000
1105, 773.000000
1106, 750.000000
1107, 760.000000
1108, 752.000000
1109, 748.000000
1110, 755.000000
1111, 753.000000
1112, 752.000000
1113, 746.000000
1114, 752.000000
1115, 740.000000
1116, 759.000000
1117, 755.000000
1118, 754.000000
1119, 753.000000
1120, 752.000000
1121, 755.000000
1122, 755.000000
1123, 758.000000
1124, 748.000000
1125, 748.000000
1126, 743.000000
1127, 743.000000
1128, 751.000000
1129, 748.000000
1130, 746.000000
1131, 755.000000
1132, 754.000000
1133, 750.000000
1134, 747.000000
1135, 753.000000
1136, 756.000000
1137, 748.000000
1138, 752.000000
1139, 752.000000
1140, 748.000000
1141, 753.000000
1142, 746.000000
1143, 750.000000
1144, 749.000000
1145, 746.000000
1146, 771.000000
1147, 755.000000
1148, 755.000000
1149, 758.000000
1150, 748.000000
1151, 755.000000
1152, 743.000000
1153, 758.000000
1154, 753.000000
1155, 754.000000
1156, 746.000000
1157, 755.000000
1158, 774.000000
1159, 747.000000
1160, 753.000000
1161, 753.000000
1162, 749.000000
1163, 755.000000
1164, 752.000000
1165, 757.000000
1166, 748.000000
1167, 748.000000
1168, 753.000000
1169, 755.000000
1170, 750.000000
1171, 743.000000
1172, 748.000000
1173, 747.000000
1174, 758.000000
1175, 756.000000
1176, 759.000000
1177, 749.000000
1178, 750.000000
1179, 762.000000
1180, 745.000000
1181, 749.000000
1182, 747.000000
1183, 747.000000
1184, 740.000000
1185, 743.000000
1186, 743.000000
1187, 745.000000
1188, 744.000000
1189, 746.000000
1190, 748.000000
1191, 750.000000
1192, 757.000000
1193, 754.000000
1194, 750.000000
1195, 746.000000
1196, 754.000000
1197, 749.000000
1198, 750.000000
1199, 749.000000
1200, 743.000000
1201, 748.000000
1202, 777.000000
1203, 751.000000
1204, 761.000000
1205, 752.000000
1206, 752.000000
1207, 752.000000
1208, 758.000000
1209, 752.000000
1210, 752.000000
1211, 747.000000
1212, 746.000000
1213, 772.000000
1214, 747.000000
1215, 754.000000
1216, 748.000000
1217, 749.000000
1218, 745.000000
1219, 755.000000
1220, 754.000000
1221, 753.000000
1222, 761.000000
1223, 753.000000
1224, 758.000000
1225, 748.000000
1226, 756.000000
1227, 747.000000
1228, 750.000000
1229, 748.000000
1230, 750.000000
1231, 750.000000
1232, 750.000000
1233, 751.000000
1234, 748.000000
1235, 761.000000
1236, 752.000000
1237, 751.000000
1238, 749.000000
1239, 750.000000
1240, 753.000000
1241, 747.000000
1242, 751.000000
1243, 750.000000
1244, 753.000000
1245, 754.000000
1246, 753.000000
1247, 749.000000
1248, 782.000000
1249, 760.000000
1250, 750.000000
1251, 750.000000
1252, 750.000000
1253, 750.000000
1254, 748.000000
1255, 747.000000
1256, 752.000000
1257, 747.000000
1258, 752.000000
1259, 747.000000
1260, 758.000000
1261, 750.000000
1262, 750.000000
1263, 748.000000
1264, 755.000000
1265, 748.000000
1266, 748.000000
1267, 1936.000000
1268, 800.000000
1269, 743.000000
1270, 799.000000
1271, 747.000000
1272, 776.000000
1273, 751.000000
1274, 750.000000
1275, 752.000000
1276, 744.000000
1277, 747.000000
1278, 748.000000
1279, 746.000000
1280, 747.000000
1281, 747.000000
1282, 744.000000
1283, 747.000000
1284, 747.000000
1285, 745.000000
1286, 771.000000
1287, 747.000000
1288, 750.000000
1289, 750.000000
1290, 743.000000
1291, 741.000000
1292, 748.000000
1293, 746.000000
1294, 745.000000
1295, 742.000000
1296, 746.000000
1297, 750.000000
1298, 760.000000
1299, 748.000000
1300, 754.000000
1301, 750.000000
1302, 756.000000
1303, 750.000000
1304, 751.000000
1305, 748.000000
1306, 747.000000
1307, 754.000000
1308, 748.000000
1309, 747.000000
1310, 766.000000
1311, 744.000000
1312, 753.000000
1313, 759.000000
1314, 755.000000
1315, 747.000000
1316, 776.000000
1317, 752.000000
1318, 744.000000
1319, 748.000000
1320, 750.000000
1321, 757.000000
1322, 752.000000
1323, 751.000000
1324, 740.000000
1325, 745.000000
1326, 747.000000
1327, 757.000000
1328, 761.000000
1329, 756.000000
1330, 751.000000
1331, 750.000000
1332, 747.000000
1333, 741.000000
1334, 1812.000000
1335, 796.000000
1336, 751.000000
1337, 743.000000
1338, 745.000000
1339, 745.000000
1340, 754.000000
1341, 753.000000
1342, 742.000000
1343, 769.000000
1344, 749.000000
1345, 748.000000
1346, 747.000000
1347, 748.000000
1348, 740.000000
1349, 755.000000
1350, 749.000000
1351, 749.000000
1352, 745.000000
1353, 747.000000
1354, 758.000000
1355, 748.000000
1356, 768.000000
1357, 748.000000
1358, 752.000000
1359, 750.000000
1360, 760.000000
1361, 784.000000
1362, 750.000000
1363, 741.000000
1364, 753.000000
1365, 740.000000
1366, 743.000000
1367, 745.000000
1368, 760.000000
1369, 740.000000
1370, 746.000000
1371, 748.000000
1372, 753.000000
1373, 745.000000
1374, 752.000000
1375, 752.000000
1376, 755.000000
1377, 749.000000
1378, 751.000000
1379, 745.000000
1380, 749.000000
1381, 747.000000
1382, 749.000000
1383, 743.000000
1384, 745.000000
1385, 742.000000
1386, 1515.000000
1387, 750.000000
1388, 752.000000
1389, 747.000000
1390, 757.000000
1391, 750.000000
1392, 752.000000
1393, 753.000000
1394, 783.000000
1395, 768.000000
1396, 744.000000
1397, 743.000000
1398, 745.000000
1399, 758.000000
1400, 761.000000
1401, 1347.000000
1402, 745.000000
1403, 747.000000
1404, 748.000000
1405, 755.000000
1406, 750.000000
1407, 751.000000
1408, 753.000000
1409, 1304.000000
1410, 748.000000
1411, 752.000000
1412, 749.000000
1413, 767.000000
1414, 750.000000
1415, 755.000000
1416, 755.000000
1417, 784.000000
1418, 744.000000
1419, 752.000000
1420, 753.000000
1421, 746.000000
1422, 745.000000
1423, 747.000000
1424, 746.000000
1425, 776.000000
1426, 750.000000
1427, 755.000000
1428, 747.000000
1429, 750.000000
1430, 752.000000
1431, 766.000000
1432, 1303.000000
1433, 753.000000
1434, 752.000000
1435, 748.000000
1436, 748.000000
1437, 750.000000
1438, 771.000000
1439, 752.000000
1440, 753.000000
1441, 743.000000
1442, 757.000000
1443, 746.000000
1444, 752.000000
1445, 750.000000
1446, 755.000000
1447, 749.000000
1448, 759.000000
1449, 751.000000
1450, 753.000000
1451, 750.000000
1452, 747.000000
1453, 748.000000
1454, 758.000000
1455, 742.000000
1456, 787.000000
1457, 754.000000
1458, 749.000000
1459, 762.000000
1460, 754.000000
1461, 757.000000
1462, 752.000000
1463, 1251.000000
1464, 748.000000
1465, 749.000000
1466, 747.000000
1467, 749.000000
1468, 751.000000
1469, 752.000000
1470, 745.000000
1471, 1782.000000
1472, 748.000000
1473, 765.000000
1474, 750.000000
1475, 746.000000
1476, 747.000000
1477, 751.000000
1478, 750.000000
1479, 781.000000
1480, 775.000000
1481, 749.000000
1482, 749.000000
1483, 745.000000
1484, 745.000000
1485, 745.000000
1486, 1298.000000
1487, 752.000000
1488, 752.000000
1489, 751.000000
1490, 754.000000
1491, 748.000000
1492, 1741.000000
1493, 744.000000
1494, 774.000000
1495, 750.000000
1496, 771.000000
1497, 753.000000
1498, 750.000000
1499, 755.000000
1500, 782.000000
1501, 748.000000
1502, 741.000000
1503, 749.000000
1504, 753.000000
1505, 748.000000
1506, 748.000000
1507, 747.000000
1508, 789.000000
1509, 747.000000
1510, 749.000000
1511, 820.000000
1512, 757.000000
1513, 750.000000
1514, 789.000000
1515, 750.000000
1516, 747.000000
1517, 752.000000
1518, 746.000000
1519, 750.000000
1520, 753.000000
1521, 1729.000000
1522, 748.000000
1523, 748.000000
1524, 752.000000
1525, 748.000000
1526, 743.000000
1527, 748.000000
1528, 755.000000
1529, 785.000000
1530, 772.000000
1531, 746.000000
1532, 751.000000
1533, 751.000000
1534, 748.000000
1535, 749.000000
1536, 1270.000000
1537, 743.000000
1538, 753.000000
1539, 748.000000
1540, 748.000000
1541, 749.000000
1542, 750.000000
1543, 749.000000
1544, 1736.000000
1545, 752.000000
1546, 748.000000
1547, 749.000000
1548, 745.000000
1549, 751.000000
1550, 748.000000
1551, 748.000000
1552, 791.000000
1553, 750.000000
1554, 743.000000
1555, 753.000000
1556, 750.000000
1557, 751.000000
1558, 768.000000
1559, 1314.000000
1560, 748.000000
1561, 749.000000
1562, 752.000000
1563, 753.000000
1564, 751.000000
1565, 753.000000
1566, 746.000000
1567, 1303.000000
1568, 747.000000
1569, 742.000000
1570, 768.000000
1571, 749.000000
1572, 749.000000
1573, 791.000000
1574, 745.000000
1575, 747.000000
1576, 752.000000
1577, 746.000000
1578, 752.000000
1579, 747.000000
1580, 750.000000
1581, 1725.000000
1582, 771.000000
1583, 756.000000
1584, 752.000000
1585, 752.000000
1586, 743.000000
1587, 753.000000
1588, 750.000000
1589, 782.000000
1590, 746.000000
1591, 750.000000
1592, 748.000000
1593, 755.000000
1594, 739.000000
1595, 753.000000
1596, 1316.000000
1597, 743.000000
1598, 0.000000
1599, 804.000000
1600, 748.000000
1601, 814.000000
1602, 749.000000
1603, 754.000000
1604, 740.000000
1605, 746.000000
1606, 749.000000
1607, 750.000000
1608, 1739.000000
1609, 753.000000
1610, 742.000000
1611, 770.000000
1612, 750.000000
1613, 748.000000
1614, 752.000000
1615, 748.000000
1616, 784.000000
1617, 753.000000
1618, 752.000000
1619, 754.000000
1620, 750.000000
1621, 752.000000
1622, 752.000000
1623, 746.000000
1624, 789.000000
1625, 749.000000
1626, 752.000000
1627, 746.000000
1628, 752.000000
1629, 758.000000
1630, 751.000000
1631, 1736.000000
1632, 740.000000
1633, 747.000000
1634, 750.000000
1635, 752.000000
1636, 744.000000
1637, 747.000000
1638, 739.000000
1639, 785.000000
1640, 755.000000
1641, 750.000000
1642, 752.000000
1643, 750.000000
1644, 747.000000
1645, 753.000000
1646, 749.000000
1647, 784.000000
1648, 750.000000
1649, 763.000000
1650, 753.000000
1651, 752.000000
1652, 755.000000
1653, 757.000000
1654, 757.000000
1655, 750.000000
1656, 755.000000
1657, 748.000000
1658, 752.000000
1659, 753.000000
1660, 753.000000
1661, 750.000000
1662, 755.000000
