element,time
3482, 708.000000
3483, 705.000000
3484, 695.000000
3485, 714.000000
3486, 705.000000
3487, 708.000000
3488, 701.000000
3489, 710.000000
3490, 704.000000
3491, 703.000000
3492, 710.000000
3493, 708.000000
3494, 704.000000
3495, 702.000000
3496, 710.000000
3497, 704.000000
3498, 704.000000
3499, 709.000000
3500, 702.000000
3501, 705.000000
3502, 713.000000
3503, 713.000000
3504, 706.000000
3505, 705.000000
3506, 699.000000
3507, 701.000000
3508, 708.000000
3509, 701.000000
3510, 700.000000
3511, 702.000000
3512, 703.000000
3513, 707.000000
3514, 709.000000
3515, 708.000000
3516, 708.000000
3517, 705.000000
3518, 715.000000
3519, 708.000000
3520, 706.000000
3521, 701.000000
3522, 705.000000
3523, 702.000000
3524, 699.000000
3525, 703.000000
3526, 706.000000
3527, 703.000000
3528, 706.000000
3529, 705.000000
3530, 706.000000
3531, 703.000000
3532, 706.000000
3533, 701.000000
3534, 707.000000
3535, 706.000000
3536, 704.000000
3537, 712.000000
3538, 708.000000
3539, 706.000000
3540, 706.000000
3541, 702.000000
3542, 704.000000
3543, 706.000000
3544, 714.000000
3545, 705.000000
3546, 705.000000
3547, 699.000000
3548, 729.000000
3549, 708.000000
3550, 699.000000
3551, 710.000000
3552, 706.000000
3553, 704.000000
3554, 715.000000
3555, 706.000000
3556, 709.000000
3557, 704.000000
3558, 695.000000
3559, 701.000000
3560, 713.000000
3561, 705.000000
3562, 708.000000
3563, 709.000000
3564, 706.000000
3565, 713.000000
3566, 705.000000
3567, 698.000000
3568, 706.000000
3569, 701.000000
3570, 699.000000
3571, 707.000000
3572, 705.000000
3573, 706.000000
3574, 702.000000
3575, 707.000000
3576, 709.000000
3577, 704.000000
3578, 709.000000
3579, 704.000000
3580, 711.000000
3581, 702.000000
3582, 704.000000
3583, 701.000000
3584, 698.000000
3585, 702.000000
3586, 704.000000
3587, 704.000000
3588, 711.000000
3589, 713.000000
3590, 704.000000
3591, 706.000000
3592, 708.000000
3593, 704.000000
3594, 706.000000
3595, 705.000000
3596, 704.000000
3597, 701.000000
3598, 703.000000
3599, 703.000000
3600, 710.000000
3601, 705.000000
3602, 715.000000
3603, 701.000000
3604, 701.000000
3605, 704.000000
3606, 705.000000
3607, 709.000000
3608, 713.000000
3609, 707.000000
3610, 706.000000
3611, 704.000000
3612, 707.000000
3613, 698.000000
3614, 706.000000
3615, 706.000000
3616, 701.000000
3617, 701.000000
3618, 707.000000
3619, 703.000000
3620, 702.000000
3621, 723.000000
3622, 702.000000
3623, 705.000000
3624, 706.000000
3625, 707.000000
3626, 706.000000
3627, 700.000000
3628, 708.000000
3629, 704.000000
3630, 704.000000
3631, 699.000000
3632, 702.000000
3633, 703.000000
3634, 705.000000
3635, 697.000000
3636, 704.000000
3637, 703.000000
3638, 711.000000
3639, 703.000000
3640, 704.000000
3641, 699.000000
3642, 696.000000
3643, 707.000000
3644, 705.000000
3645, 698.000000
3646, 703.000000
3647, 699.000000
3648, 697.000000
3649, 705.000000
3650, 702.000000
3651, 698.000000
3652, 702.000000
3653, 704.000000
3654, 700.000000
3655, 707.000000
3656, 708.000000
3657, 703.000000
3658, 701.000000
3659, 707.000000
3660, 722.000000
3661, 711.000000
3662, 706.000000
3663, 702.000000
3664, 699.000000
3665, 704.000000
3666, 699.000000
3667, 702.000000
3668, 700.000000
3669, 702.000000
3670, 713.000000
3671, 702.000000
3672, 704.000000
3673, 712.000000
3674, 702.000000
3675, 705.000000
3676, 712.000000
3677, 707.000000
3678, 741.000000
3679, 704.000000
3680, 709.000000
3681, 705.000000
3682, 708.000000
3683, 706.000000
3684, 704.000000
3685, 702.000000
3686, 711.000000
3687, 708.000000
3688, 729.000000
3689, 696.000000
3690, 702.000000
3691, 705.000000
3692, 702.000000
3693, 701.000000
3694, 704.000000
3695, 705.000000
3696, 707.000000
3697, 710.000000
3698, 705.000000
3699, 699.000000
3700, 708.000000
3701, 709.000000
3702, 701.000000
3703, 713.000000
3704, 722.000000
3705, 703.000000
3706, 704.000000
3707, 709.000000
3708, 703.000000
3709, 701.000000
3710, 703.000000
3711, 711.000000
3712, 704.000000
3713, 706.000000
3714, 705.000000
3715, 706.000000
3716, 706.000000
3717, 708.000000
3718, 704.000000
3719, 706.000000
3720, 709.000000
3721, 702.000000
3722, 704.000000
3723, 704.000000
3724, 702.000000
3725, 706.000000
3726, 705.000000
3727, 702.000000
3728, 701.000000
3729, 702.000000
3730, 705.000000
3731, 707.000000
3732, 711.000000
3733, 709.000000
3734, 727.000000
3735, 705.000000
3736, 708.000000
3737, 698.000000
3738, 698.000000
3739, 701.000000
3740, 700.000000
3741, 706.000000
3742, 706.000000
3743, 706.000000
3744, 704.000000
3745, 705.000000
3746, 704.000000
3747, 704.000000
3748, 695.000000
3749, 701.000000
3750, 702.000000
3751, 705.000000
3752, 704.000000
3753, 702.000000
3754, 702.000000
3755, 702.000000
3756, 704.000000
3757, 699.000000
3758, 708.000000
3759, 711.000000
3760, 708.000000
3761, 710.000000
3762, 702.000000
3763, 702.000000
3764, 701.000000
3765, 701.000000
3766, 700.000000
3767, 705.000000
3768, 705.000000
3769, 698.000000
3770, 699.000000
3771, 700.000000
3772, 705.000000
3773, 704.000000
3774, 708.000000
3775, 705.000000
3776, 707.000000
3777, 702.000000
3778, 707.000000
3779, 699.000000
3780, 700.000000
3781, 712.000000
3782, 711.000000
3783, 706.000000
3784, 702.000000
3785, 703.000000
3786, 706.000000
3787, 698.000000
3788, 703.000000
3789, 710.000000
3790, 707.000000
3791, 720.000000
3792, 699.000000
3793, 709.000000
3794, 703.000000
3795, 709.000000
3796, 714.000000
3797, 704.000000
3798, 698.000000
3799, 701.000000
3800, 712.000000
3801, 708.000000
3802, 706.000000
3803, 703.000000
3804, 701.000000
3805, 702.000000
3806, 715.000000
3807, 711.000000
3808, 712.000000
3809, 711.000000
3810, 703.000000
3811, 709.000000
3812, 704.000000
3813, 699.000000
3814, 697.000000
3815, 700.000000
3816, 703.000000
3817, 703.000000
3818, 702.000000
3819, 709.000000
3820, 670.000000
3821, 697.000000
3822, 709.000000
3823, 704.000000
3824, 703.000000
3825, 706.000000
3826, 701.000000
3827, 701.000000
3828, 704.000000
3829, 707.000000
3830, 705.000000
3831, 701.000000
3832, 714.000000
3833, 696.000000
3834, 698.000000
3835, 710.000000
3836, 699.000000
3837, 699.000000
3838, 704.000000
3839, 703.000000
3840, 710.000000
3841, 706.000000
3842, 703.000000
3843, 699.000000
3844, 700.000000
3845, 700.000000
3846, 709.000000
3847, 706.000000
3848, 714.000000
3849, 701.000000
3850, 705.000000
3851, 702.000000
3852, 700.000000
3853, 705.000000
3854, 704.000000
3855, 703.000000
3856, 704.000000
3857, 707.000000
3858, 709.000000
3859, 705.000000
3860, 701.000000
3861, 715.000000
3862, 703.000000
3863, 707.000000
3864, 706.000000
3865, 709.000000
3866, 712.000000
3867, 706.000000
3868, 703.000000
3869, 704.000000
3870, 704.000000
3871, 707.000000
3872, 703.000000
3873, 699.000000
3874, 706.000000
3875, 703.000000
3876, 701.000000
3877, 700.000000
3878, 707.000000
3879, 706.000000
3880, 716.000000
3881, 709.000000
3882, 704.000000
3883, 706.000000
3884, 709.000000
3885, 706.000000
3886, 704.000000
3887, 696.000000
3888, 709.000000
3889, 703.000000
3890, 712.000000
3891, 702.000000
3892, 705.000000
3893, 707.000000
3894, 702.000000
3895, 708.000000
3896, 703.000000
3897, 705.000000
3898, 707.000000
3899, 701.000000
3900, 708.000000
3901, 703.000000
3902, 708.000000
3903, 705.000000
3904, 705.000000
3905, 707.000000
3906, 709.000000
3907, 705.000000
3908, 707.000000
3909, 702.000000
3910, 708.000000
3911, 711.000000
3912, 702.000000
3913, 708.000000
3914, 708.000000
3915, 705.000000
3916, 702.000000
3917, 707.000000
3918, 703.000000
3919, 743.000000
3920, 702.000000
3921, 706.000000
3922, 711.000000
3923, 699.000000
3924, 700.000000
3925, 703.000000
3926, 710.000000
3927, 705.000000
3928, 708.000000
3929, 705.000000
3930, 702.000000
3931, 707.000000
3932, 706.000000
3933, 703.000000
3934, 699.000000
3935, 703.000000
3936, 708.000000
3937, 704.000000
3938, 701.000000
3939, 702.000000
3940, 711.000000
3941, 704.000000
3942, 699.000000
3943, 706.000000
3944, 711.000000
3945, 703.000000
3946, 699.000000
3947, 706.000000
3948, 705.000000
3949, 710.000000
3950, 722.000000
3951, 700.000000
3952, 705.000000
3953, 705.000000
3954, 707.000000
3955, 703.000000
3956, 700.000000
3957, 702.000000
3958, 705.000000
3959, 718.000000
3960, 711.000000
3961, 702.000000
3962, 703.000000
3963, 710.000000
3964, 697.000000
3965, 702.000000
3966, 703.000000
3967, 704.000000
3968, 706.000000
3969, 702.000000
3970, 704.000000
3971, 701.000000
3972, 703.000000
3973, 703.000000
3974, 710.000000
3975, 712.000000
3976, 709.000000
3977, 705.000000
3978, 708.000000
3979, 703.000000
3980, 702.000000
3981, 706.000000
3982, 705.000000
3983, 703.000000
3984, 708.000000
3985, 704.000000
3986, 703.000000
3987, 706.000000
3988, 705.000000
3989, 710.000000
3990, 702.000000
3991, 704.000000
3992, 711.000000
3993, 701.000000
3994, 704.000000
3995, 707.000000
3996, 709.000000
3997, 706.000000
3998, 702.000000
3999, 697.000000
4000, 708.000000
4001, 725.000000
4002, 700.000000
4003, 706.000000
4004, 707.000000
4005, 708.000000
4006, 707.000000
4007, 709.000000
4008, 712.000000
4009, 705.000000
4010, 708.000000
4011, 709.000000
4012, 704.000000
4013, 700.000000
4014, 711.000000
4015, 705.000000
4016, 707.000000
4017, 705.000000
4018, 702.000000
4019, 706.000000
4020, 711.000000
4021, 709.000000
4022, 705.000000
4023, 705.000000
4024, 706.000000
4025, 720.000000
4026, 702.000000
4027, 698.000000
4028, 707.000000
4029, 706.000000
4030, 703.000000
4031, 705.000000
4032, 713.000000
4033, 708.000000
4034, 713.000000
4035, 702.000000
4036, 698.000000
4037, 707.000000
4038, 701.000000
4039, 711.000000
4040, 706.000000
4041, 701.000000
4042, 705.000000
4043, 699.000000
4044, 666.000000
4045, 670.000000
4046, 671.000000
4047, 661.000000
4048, 663.000000
4049, 661.000000
4050, 666.000000
4051, 654.000000
4052, 661.000000
4053, 661.000000
4054, 663.000000
4055, 667.000000
4056, 800.000000
4057, 664.000000
4058, 668.000000
4059, 671.000000
4060, 667.000000
4061, 668.000000
4062, 670.000000
4063, 663.000000
4064, 739.000000
4065, 659.000000
4066, 662.000000
4067, 663.000000
4068, 667.000000
4069, 667.000000
4070, 669.000000
4071, 670.000000
4072, 665.000000
4073, 669.000000
4074, 668.000000
4075, 666.000000
4076, 697.000000
4077, 661.000000
4078, 671.000000
4079, 669.000000
4080, 667.000000
4081, 671.000000
4082, 662.000000
4083, 668.000000
4084, 663.000000
4085, 666.000000
4086, 662.000000
4087, 686.000000
4088, 671.000000
4089, 672.000000
4090, 668.000000
4091, 663.000000
4092, 665.000000
4093, 665.000000
4094, 668.000000
4095, 663.000000
4096, 674.000000
4097, 667.000000
4098, 662.000000
4099, 659.000000
4100, 666.000000
4101, 661.000000
4102, 665.000000
4103, 670.000000
4104, 673.000000
4105, 675.000000
4106, 668.000000
4107, 666.000000
4108, 668.000000
4109, 662.000000
4110, 668.000000
4111, 683.000000
4112, 667.000000
4113, 668.000000
4114, 665.000000
4115, 666.000000
4116, 664.000000
4117, 669.000000
4118, 666.000000
4119, 665.000000
4120, 672.000000
4121, 665.000000
4122, 667.000000
4123, 665.000000
4124, 667.000000
4125, 665.000000
4126, 669.000000
4127, 663.000000
4128, 664.000000
4129, 660.000000
4130, 683.000000
4131, 665.000000
4132, 661.000000
4133, 666.000000
4134, 670.000000
4135, 668.000000
4136, 672.000000
4137, 664.000000
4138, 686.000000
4139, 668.000000
4140, 668.000000
4141, 675.000000
4142, 668.000000
4143, 659.000000
4144, 668.000000
4145, 666.000000
4146, 666.000000
4147, 668.000000
4148, 664.000000
4149, 668.000000
4150, 664.000000
4151, 673.000000
4152, 672.000000
4153, 670.000000
4154, 664.000000
4155, 667.000000
4156, 665.000000
4157, 667.000000
4158, 667.000000
4159, 670.000000
4160, 704.000000
4161, 667.000000
4162, 665.000000
4163, 663.000000
4164, 666.000000
4165, 667.000000
4166, 662.000000
4167, 669.000000
4168, 674.000000
4169, 668.000000
4170, 671.000000
4171, 669.000000
4172, 664.000000
4173, 666.000000
4174, 669.000000
4175, 663.000000
4176, 671.000000
4177, 665.000000
4178, 672.000000
4179, 662.000000
4180, 666.000000
4181, 664.000000
4182, 665.000000
4183, 672.000000
4184, 673.000000
4185, 667.000000
4186, 685.000000
4187, 659.000000
4188, 667.000000
4189, 666.000000
4190, 671.000000
4191, 665.000000
4192, 666.000000
4193, 660.000000
4194, 675.000000
4195, 666.000000
4196, 666.000000
4197, 669.000000
4198, 662.000000
4199, 674.000000
4200, 670.000000
4201, 667.000000
4202, 671.000000
4203, 664.000000
4204, 662.000000
4205, 660.000000
4206, 665.000000
4207, 657.000000
4208, 667.000000
4209, 661.000000
4210, 667.000000
4211, 664.000000
4212, 676.000000
4213, 662.000000
4214, 666.000000
4215, 670.000000
4216, 668.000000
4217, 665.000000
4218, 665.000000
4219, 661.000000
4220, 668.000000
4221, 665.000000
4222, 669.000000
4223, 667.000000
4224, 666.000000
4225, 657.000000
4226, 667.000000
4227, 664.000000
4228, 667.000000
4229, 659.000000
4230, 671.000000
4231, 669.000000
4232, 665.000000
4233, 664.000000
4234, 658.000000
4235, 664.000000
4236, 664.000000
4237, 661.000000
4238, 667.000000
4239, 662.000000
4240, 665.000000
4241, 665.000000
4242, 667.000000
4243, 681.000000
4244, 669.000000
4245, 670.000000
4246, 671.000000
4247, 671.000000
4248, 666.000000
4249, 670.000000
4250, 673.000000
4251, 667.000000
4252, 658.000000
4253, 670.000000
4254, 665.000000
4255, 667.000000
4256, 671.000000
4257, 659.000000
4258, 666.000000
4259, 670.000000
4260, 672.000000
4261, 666.000000
4262, 666.000000
4263, 671.000000
4264, 670.000000
4265, 664.000000
4266, 665.000000
4267, 664.000000
4268, 663.000000
4269, 666.000000
4270, 668.000000
4271, 664.000000
4272, 671.000000
4273, 669.000000
4274, 676.000000
4275, 665.000000
4276, 666.000000
4277, 669.000000
4278, 671.000000
4279, 670.000000
4280, 640.000000
4281, 661.000000
4282, 665.000000
4283, 672.000000
4284, 668.000000
4285, 671.000000
4286, 663.000000
4287, 666.000000
4288, 666.000000
4289, 662.000000
4290, 661.000000
4291, 667.000000
4292, 666.000000
4293, 671.000000
4294, 670.000000
4295, 663.000000
4296, 674.000000
4297, 668.000000
4298, 661.000000
4299, 667.000000
4300, 662.000000
4301, 663.000000
4302, 662.000000
4303, 660.000000
4304, 681.000000
4305, 668.000000
4306, 669.000000
4307, 676.000000
4308, 662.000000
4309, 667.000000
4310, 665.000000
4311, 660.000000
4312, 668.000000
4313, 662.000000
4314, 660.000000
4315, 662.000000
4316, 662.000000
4317, 661.000000
4318, 668.000000
4319, 664.000000
4320, 660.000000
4321, 662.000000
4322, 666.000000
4323, 666.000000
4324, 669.000000
4325, 666.000000
4326, 668.000000
4327, 666.000000
4328, 676.000000
4329, 664.000000
4330, 674.000000
4331, 662.000000
4332, 664.000000
4333, 659.000000
4334, 670.000000
4335, 665.000000
4336, 659.000000
4337, 663.000000
4338, 668.000000
4339, 665.000000
4340, 670.000000
4341, 672.000000
4342, 663.000000
4343, 659.000000
4344, 671.000000
4345, 668.000000
4346, 666.000000
4347, 669.000000
4348, 667.000000
4349, 665.000000
4350, 660.000000
4351, 666.000000
4352, 685.000000
4353, 665.000000
4354, 662.000000
4355, 666.000000
4356, 669.000000
4357, 663.000000
4358, 673.000000
4359, 672.000000
4360, 674.000000
4361, 669.000000
4362, 669.000000
4363, 679.000000
4364, 662.000000
4365, 669.000000
4366, 668.000000
4367, 666.000000
4368, 668.000000
4369, 668.000000
4370, 667.000000
4371, 662.000000
4372, 670.000000
4373, 673.000000
4374, 674.000000
4375, 674.000000
4376, 676.000000
4377, 668.000000
4378, 673.000000
4379, 672.000000
4380, 665.000000
4381, 667.000000
4382, 667.000000
4383, 671.000000
4384, 667.000000
4385, 672.000000
4386, 674.000000
4387, 671.000000
4388, 665.000000
4389, 667.000000
4390, 670.000000
4391, 664.000000
4392, 672.000000
4393, 672.000000
4394, 666.000000
4395, 1585.000000
4396, 660.000000
4397, 665.000000
4398, 666.000000
4399, 663.000000
4400, 668.000000
4401, 716.000000
4402, 665.000000
4403, 665.000000
4404, 668.000000
4405, 664.000000
4406, 664.000000
4407, 667.000000
4408, 685.000000
4409, 661.000000
4410, 668.000000
4411, 671.000000
4412, 685.000000
4413, 664.000000
4414, 670.000000
4415, 664.000000
4416, 664.000000
4417, 663.000000
4418, 673.000000
4419, 667.000000
4420, 685.000000
4421, 668.000000
4422, 707.000000
4423, 672.000000
4424, 674.000000
4425, 663.000000
4426, 667.000000
4427, 670.000000
4428, 669.000000
4429, 666.000000
4430, 665.000000
4431, 670.000000
4432, 673.000000
4433, 663.000000
4434, 669.000000
4435, 668.000000
4436, 665.000000
4437, 672.000000
4438, 668.000000
4439, 662.000000
4440, 672.000000
4441, 662.000000
4442, 670.000000
4443, 668.000000
4444, 669.000000
4445, 670.000000
4446, 663.000000
4447, 667.000000
4448, 667.000000
4449, 667.000000
4450, 1141.000000
4451, 671.000000
4452, 671.000000
4453, 674.000000
4454, 665.000000
4455, 668.000000
4456, 667.000000
4457, 665.000000
4458, 666.000000
4459, 667.000000
4460, 666.000000
4461, 661.000000
4462, 673.000000
4463, 662.000000
4464, 678.000000
4465, 662.000000
4466, 666.000000
4467, 670.000000
4468, 694.000000
4469, 671.000000
4470, 659.000000
4471, 666.000000
4472, 671.000000
4473, 660.000000
4474, 661.000000
4475, 675.000000
4476, 686.000000
4477, 694.000000
4478, 670.000000
4479, 671.000000
4480, 670.000000
4481, 669.000000
4482, 663.000000
4483, 665.000000
4484, 669.000000
4485, 674.000000
4486, 668.000000
4487, 661.000000
4488, 673.000000
4489, 670.000000
4490, 665.000000
4491, 671.000000
4492, 667.000000
4493, 663.000000
4494, 696.000000
4495, 662.000000
4496, 667.000000
4497, 667.000000
4498, 670.000000
4499, 665.000000
4500, 663.000000
4501, 667.000000
4502, 665.000000
4503, 695.000000
4504, 670.000000
4505, 665.000000
4506, 663.000000
4507, 664.000000
4508, 665.000000
4509, 671.000000
4510, 671.000000
4511, 1558.000000
4512, 671.000000
4513, 667.000000
4514, 663.000000
4515, 663.000000
4516, 662.000000
4517, 664.000000
4518, 659.000000
4519, 669.000000
4520, 701.000000
4521, 671.000000
4522, 666.000000
4523, 683.000000
4524, 665.000000
4525, 666.000000
4526, 664.000000
4527, 665.000000
4528, 669.000000
4529, 699.000000
4530, 666.000000
4531, 669.000000
4532, 672.000000
4533, 670.000000
4534, 666.000000
4535, 669.000000
4536, 667.000000
4537, 1179.000000
4538, 669.000000
4539, 666.000000
4540, 674.000000
4541, 671.000000
4542, 670.000000
4543, 672.000000
4544, 671.000000
4545, 670.000000
4546, 676.000000
4547, 664.000000
4548, 663.000000
4549, 662.000000
4550, 662.000000
4551, 664.000000
4552, 672.000000
4553, 660.000000
4554, 664.000000
4555, 699.000000
4556, 659.000000
4557, 671.000000
4558, 664.000000
4559, 672.000000
4560, 663.000000
4561, 669.000000
4562, 671.000000
4563, 1131.000000
4564, 667.000000
4565, 659.000000
4566, 672.000000
4567, 668.000000
4568, 676.000000
4569, 656.000000
4570, 699.000000
4571, 664.000000
4572, 663.000000
4573, 666.000000
4574, 662.000000
4575, 660.000000
4576, 668.000000
4577, 671.000000
4578, 669.000000
4579, 695.000000
4580, 668.000000
4581, 667.000000
4582, 665.000000
4583, 658.000000
4584, 689.000000
4585, 663.000000
4586, 661.000000
4587, 1137.000000
4588, 685.000000
4589, 663.000000
4590, 664.000000
4591, 667.000000
4592, 681.000000
4593, 661.000000
4594, 662.000000
4595, 664.000000
4596, 670.000000
4597, 662.000000
4598, 666.000000
4599, 663.000000
4600, 663.000000
4601, 659.000000
4602, 658.000000
4603, 663.000000
4604, 664.000000
4605, 667.000000
4606, 659.000000
4607, 662.000000
4608, 666.000000
4609, 666.000000
4610, 673.000000
4611, 669.000000
4612, 669.000000
4613, 684.000000
4614, 695.000000
4615, 667.000000
4616, 672.000000
4617, 658.000000
4618, 668.000000
4619, 665.000000
4620, 671.000000
4621, 661.000000
4622, 671.000000
4623, 696.000000
4624, 667.000000
4625, 667.000000
4626, 666.000000
4627, 667.000000
4628, 663.000000
4629, 665.000000
4630, 662.000000
4631, 1550.000000
4632, 667.000000
4633, 662.000000
4634, 664.000000
4635, 663.000000
4636, 664.000000
4637, 664.000000
4638, 661.000000
4639, 664.000000
4640, 718.000000
4641, 664.000000
4642, 717.000000
4643, 666.000000
4644, 659.000000
4645, 662.000000
4646, 706.000000
4647, 666.000000
4648, 667.000000
4649, 680.000000
4650, 665.000000
4651, 665.000000
4652, 666.000000
4653, 667.000000
4654, 1541.000000
4655, 668.000000
4656, 659.000000
4657, 665.000000
4658, 664.000000
4659, 667.000000
4660, 658.000000
4661, 670.000000
4662, 660.000000
4663, 694.000000
4664, 677.000000
4665, 671.000000
4666, 1989.000000
4667, 694.000000
4668, 663.000000
4669, 663.000000
4670, 676.000000
4671, 663.000000
4672, 690.000000
4673, 677.000000
4674, 669.000000
4675, 666.000000
4676, 666.000000
4677, 665.000000
4678, 661.000000
4679, 698.000000
4680, 665.000000
4681, 667.000000
4682, 663.000000
4683, 666.000000
4684, 660.000000
4685, 671.000000
4686, 667.000000
4687, 669.000000
4688, 691.000000
4689, 667.000000
4690, 661.000000
4691, 664.000000
4692, 667.000000
4693, 657.000000
4694, 695.000000
4695, 662.000000
4696, 668.000000
4697, 669.000000
4698, 658.000000
4699, 661.000000
4700, 685.000000
4701, 663.000000
4702, 666.000000
4703, 671.000000
4704, 676.000000
4705, 667.000000
4706, 665.000000
4707, 670.000000
4708, 659.000000
4709, 669.000000
4710, 665.000000
4711, 665.000000
4712, 717.000000
4713, 665.000000
4714, 669.000000
4715, 670.000000
4716, 665.000000
4717, 663.000000
4718, 667.000000
4719, 667.000000
4720, 1137.000000
4721, 662.000000
4722, 665.000000
4723, 669.000000
4724, 664.000000
4725, 675.000000
4726, 666.000000
4727, 660.000000
4728, 684.000000
4729, 1559.000000
4730, 663.000000
4731, 672.000000
4732, 656.000000
4733, 664.000000
4734, 668.000000
4735, 668.000000
4736, 665.000000
4737, 690.000000
4738, 700.000000
4739, 666.000000
4740, 668.000000
4741, 662.000000
4742, 669.000000
4743, 658.000000
4744, 669.000000
4745, 671.000000
4746, 662.000000
4747, 695.000000
4748, 665.000000
4749, 674.000000
4750, 668.000000
4751, 664.000000
4752, 663.000000
4753, 667.000000
4754, 667.000000
4755, 1547.000000
4756, 659.000000
4757, 657.000000
4758, 666.000000
4759, 688.000000
4760, 670.000000
4761, 669.000000
4762, 665.000000
4763, 664.000000
4764, 694.000000
4765, 661.000000
4766, 669.000000
4767, 665.000000
4768, 688.000000
4769, 666.000000
4770, 660.000000
4771, 667.000000
4772, 670.000000
4773, 697.000000
4774, 666.000000
4775, 668.000000
4776, 665.000000
4777, 666.000000
4778, 665.000000
4779, 665.000000
4780, 673.000000
4781, 1556.000000
4782, 661.000000
4783, 671.000000
4784, 669.000000
4785, 666.000000
4786, 664.000000
4787, 663.000000
4788, 665.000000
4789, 658.000000
4790, 705.000000
4791, 666.000000
4792, 667.000000
4793, 660.000000
4794, 670.000000
4795, 665.000000
4796, 667.000000
4797, 673.000000
4798, 666.000000
4799, 693.000000
4800, 683.000000
4801, 665.000000
4802, 669.000000
4803, 665.000000
4804, 665.000000
4805, 666.000000
4806, 664.000000
4807, 1564.000000
4808, 672.000000
4809, 670.000000
4810, 671.000000
4811, 662.000000
4812, 660.000000
4813, 662.000000
4814, 664.000000
4815, 659.000000
4816, 692.000000
4817, 667.000000
4818, 661.000000
4819, 668.000000
4820, 674.000000
4821, 667.000000
4822, 1131.000000
4823, 670.000000
4824, 670.000000
4825, 662.000000
4826, 667.000000
4827, 668.000000
4828, 672.000000
4829, 669.000000
4830, 662.000000
4831, 662.000000
4832, 1131.000000
4833, 665.000000
4834, 665.000000
4835, 672.000000
4836, 670.000000
4837, 664.000000
4838, 668.000000
4839, 667.000000
4840, 674.000000
4841, 694.000000
4842, 663.000000
4843, 660.000000
4844, 669.000000
4845, 664.000000
4846, 664.000000
4847, 666.000000
4848, 666.000000
4849, 687.000000
4850, 696.000000
4851, 667.000000
4852, 666.000000
4853, 658.000000
4854, 631.000000
4855, 635.000000
4856, 636.000000
4857, 628.000000
4858, 633.000000
4859, 638.000000
4860, 627.000000
4861, 646.000000
4862, 624.000000
4863, 626.000000
4864, 630.000000
4865, 626.000000
4866, 633.000000
4867, 630.000000
4868, 631.000000
4869, 1075.000000
4870, 631.000000
4871, 633.000000
4872, 637.000000
4873, 634.000000
4874, 629.000000
4875, 628.000000
4876, 630.000000
4877, 632.000000
4878, 632.000000
4879, 662.000000
4880, 631.000000
4881, 635.000000
4882, 678.000000
4883, 632.000000
4884, 630.000000
4885, 630.000000
4886, 668.000000
4887, 631.000000
4888, 635.000000
4889, 630.000000
4890, 634.000000
4891, 627.000000
4892, 630.000000
4893, 633.000000
4894, 629.000000
4895, 659.000000
4896, 634.000000
4897, 638.000000
4898, 630.000000
4899, 632.000000
4900, 629.000000
4901, 627.000000
4902, 633.000000
4903, 632.000000
4904, 641.000000
4905, 627.000000
4906, 635.000000
4907, 631.000000
4908, 633.000000
4909, 636.000000
4910, 633.000000
4911, 631.000000
4912, 634.000000
4913, 1072.000000
4914, 630.000000
4915, 632.000000
4916, 635.000000
4917, 629.000000
4918, 632.000000
4919, 624.000000
4920, 640.000000
4921, 648.000000
4922, 630.000000
4923, 663.000000
4924, 630.000000
4925, 629.000000
4926, 631.000000
4927, 629.000000
4928, 630.000000
4929, 631.000000
4930, 631.000000
4931, 632.000000
4932, 659.000000
4933, 624.000000
4934, 632.000000
4935, 634.000000
4936, 634.000000
4937, 629.000000
4938, 631.000000
4939, 633.000000
4940, 635.000000
4941, 637.000000
4942, 626.000000
4943, 637.000000
4944, 631.000000
4945, 636.000000
4946, 632.000000
4947, 632.000000
4948, 630.000000
4949, 650.000000
4950, 1071.000000
4951, 631.000000
4952, 628.000000
4953, 632.000000
4954, 629.000000
4955, 632.000000
4956, 631.000000
4957, 651.000000
4958, 637.000000
4959, 632.000000
4960, 661.000000
4961, 626.000000
4962, 629.000000
4963, 639.000000
4964, 640.000000
4965, 628.000000
4966, 631.000000
4967, 625.000000
4968, 635.000000
4969, 660.000000
4970, 632.000000
4971, 636.000000
4972, 637.000000
4973, 647.000000
4974, 634.000000
4975, 630.000000
4976, 631.000000
4977, 634.000000
4978, 656.000000
4979, 631.000000
4980, 633.000000
4981, 629.000000
4982, 627.000000
4983, 631.000000
4984, 641.000000
4985, 637.000000
4986, 636.000000
4987, 1136.000000
4988, 625.000000
4989, 629.000000
4990, 632.000000
4991, 629.000000
4992, 632.000000
4993, 629.000000
4994, 627.000000
4995, 636.000000
4996, 642.000000
4997, 634.000000
4998, 634.000000
4999, 631.000000
5000, 632.000000
5001, 628.000000
5002, 631.000000
5003, 649.000000
5004, 633.000000
5005, 628.000000
5006, 627.000000
5007, 628.000000
5008, 629.000000
5009, 634.000000
5010, 637.000000
5011, 634.000000
5012, 630.000000
5013, 637.000000
5014, 626.000000
5015, 634.000000
5016, 639.000000
5017, 634.000000
5018, 633.000000
5019, 625.000000
5020, 630.000000
5021, 634.000000
5022, 634.000000
5023, 669.000000
5024, 645.000000
5025, 628.000000
5026, 632.000000
5027, 633.000000
5028, 634.000000
5029, 626.000000
5030, 637.000000
5031, 633.000000
5032, 632.000000
5033, 631.000000
